Label,Text,Tweet,News headline
COMMENT,Women have bodily autonomy.,"Again, trust women. Women know what is going on with them. Women have bodily autonomy. TRUST WOMEN. https://t.co/Z9Zp475e1c",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,TRUST WOMEN. https://t.co/Z9Zp475e1c,"Again, trust women. Women know what is going on with them. Women have bodily autonomy. TRUST WOMEN. https://t.co/Z9Zp475e1c",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
SUMMARY,"@painter_nancy Uh, there's no scientific evidence to back up the claim that fetuses feel pain at 20 weeks: https://t.co/WZe8pxwaJ9","@painter_nancy Uh, there's no scientific evidence to back up the claim that fetuses feel pain at 20 weeks: https://t.co/WZe8pxwaJ9",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Congress hoping the last few shitty weeks will distract us to let an abortion law sneak thru.,Congress hoping the last few shitty weeks will distract us to let an abortion law sneak thru.  Call your Senators https://t.co/ZEmzFqZnFp,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,Call your Senators https://t.co/ZEmzFqZnFp,Congress hoping the last few shitty weeks will distract us to let an abortion law sneak thru.  Call your Senators https://t.co/ZEmzFqZnFp,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Sounds familiar,"Sounds familiar- the bill is ""basically relying on junk science"" &amp; ""providing false &amp; dangerous info that is affecting millions of women."" https://t.co/enix8CpZLx",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
QUOTE,"the bill is ""basically relying on junk science"" &amp; ""providing false &amp; dangerous info that is affecting millions of women."" https://t.co/enix8CpZLx","Sounds familiar- the bill is ""basically relying on junk science"" &amp; ""providing false &amp; dangerous info that is affecting millions of women."" https://t.co/enix8CpZLx",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,"@levisandelin @mary_sturino @jaketapper Science disagrees, abortions will still happen, they didn't start with Roe v Wade.","@levisandelin @mary_sturino @jaketapper Science disagrees, abortions will still happen, they didn't start with Roe v Wade. They will never stop happening. We can make them safe or",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,They will never stop happening.,"@levisandelin @mary_sturino @jaketapper Science disagrees, abortions will still happen, they didn't start with Roe v Wade. They will never stop happening. We can make them safe or",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,We can make them safe or,"@levisandelin @mary_sturino @jaketapper Science disagrees, abortions will still happen, they didn't start with Roe v Wade. They will never stop happening. We can make them safe or",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
QUOTE,QUOTE,You<E2><80><99>re really providing false and dangerous information that is affecting millions of women.<E2><80><9D> https://t.co/otIuWCeIGT,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT  ,"First I've heard of this, of course.","First I've heard of this, of course.            We got the important news though,  right?   Trump hates people who kneel... https://t.co/9HfIFzVEig",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,"We got the important news though, right?","First I've heard of this, of course.            We got the important news though,  right?   Trump hates people who kneel... https://t.co/9HfIFzVEig",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT  ,Trump hates people who kneel... https://t.co/9HfIFzVEig,"First I've heard of this, of course.            We got the important news though,  right?   Trump hates people who kneel... https://t.co/9HfIFzVEig",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT  ,"If your abortion bill is opposed by medical experts, you're *probably* being duped by junk science. https://t.co/7jZxuhmn2V #NoAbortionBan","If your abortion bill is opposed by medical experts, you're *probably* being duped by junk science. https://t.co/7jZxuhmn2V #NoAbortionBan",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT  ,THE ONLY PAIN THEY CARE ABOUT IS THAT OF A FETUS!,"THE ONLY PAIN THEY CARE ABOUT IS THAT OF A FETUS! WHY IS IT ONCE THE FETUS BECOMES A BABY, NO ONE GIVES A SH*T ABOUT IT ANYMORE?! https://t.co/pEVrTF2bzL",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,"WHY IS IT ONCE THE FETUS BECOMES A BABY, NO ONE GIVES A SH*T ABOUT IT ANYMORE?! https://t.co/pEVrTF2bzL","THE ONLY PAIN THEY CARE ABOUT IS THAT OF A FETUS! WHY IS IT ONCE THE FETUS BECOMES A BABY, NO ONE GIVES A SH*T ABOUT IT ANYMORE?! https://t.co/pEVrTF2bzL",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,"So Republicans wanna protect the unborn, but say Fuck You"" to the living with votes against Obamacare &amp; gun control?","So Republicans wanna protect the unborn, but say Fuck You"" to the living with votes against Obamacare &amp; gun control? Make sense https://t.co/8jaBuCYOlA",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Make sense https://t.co/8jaBuCYOlA,"So Republicans wanna protect the unborn, but say Fuck You"" to the living with votes against Obamacare &amp; gun control? Make sense https://t.co/8jaBuCYOlA",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,This ban is just another example of anti-choice politicians using misinformation to control people<E2><80><99>s... https://t.co/wbERjMo9pB,This ban is just another example of anti-choice politicians using misinformation to control people<E2><80><99>s... https://t.co/wbERjMo9pB,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Let<E2><80><99>s fuck over a whole lotta women during the five minutes this country is mad and sad about something else. https://t.co/iIjq8Umx2w,Let<E2><80><99>s fuck over a whole lotta women during the five minutes this country is mad and sad about something else. https://t.co/iIjq8Umx2w,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,"And just like that, women lose even more rights. https://t.co/LkoTiobV1N","And just like that, women lose even more rights. https://t.co/LkoTiobV1N",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
QUOTE,Advocates of abortion rights say 20-week bans at the state level have harmed women. https://t.co/SC5VIdbCE0,Advocates of abortion rights say 20-week bans at the state level have harmed women. https://t.co/SC5VIdbCE0,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,"That never stopped partisan pricks orgasming over making damn sure women know their place, just like them n*ggers, right @HouseGOP? https://t.co/dutc6kKwCM","That never stopped partisan pricks orgasming over making damn sure women know their place, just like them n*ggers, right @HouseGOP? https://t.co/dutc6kKwCM",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Nice of @SpeakerRyan to rely on non-science to prevent safe abortion access     while ignoring the gun proliferation to gun violence correlation https://t.co/AurD1IAXRA,Nice of @SpeakerRyan to rely on non-science to prevent safe abortion access     while ignoring the gun proliferation to gun violence correlation https://t.co/AurD1IAXRA,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Sentience needs to be studied.,Sentience needs to be studied. Abortion AFTER sentience<F0><9F><91><89>cruel.   Birth control should be available like candy2prevent https://t.co/LdMjbNfn1c,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Abortion AFTER sentience<F0><9F><91><89>cruel.,Sentience needs to be studied. Abortion AFTER sentience<F0><9F><91><89>cruel.   Birth control should be available like candy2prevent https://t.co/LdMjbNfn1c,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Birth control should be available like candy2prevent https://t.co/LdMjbNfn1c,Sentience needs to be studied. Abortion AFTER sentience<F0><9F><91><89>cruel.   Birth control should be available like candy2prevent https://t.co/LdMjbNfn1c,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,So now fetuses can feel pain but not those who get mowed down by semi automatic rifles https://t.co/ca0U9lhqGN,So now fetuses can feel pain but not those who get mowed down by semi automatic rifles https://t.co/ca0U9lhqGN,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,"Have I run out of outrage, it sure feels like it https://t.co/jZ9Kk3yrEN","Have I run out of outrage, it sure feels like it https://t.co/jZ9Kk3yrEN",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,Because an unregulated uterus is more dangerous than an automatic gun?,Because an unregulated uterus is more dangerous than an automatic gun? Or #NorthKorea ?Or is it more urgent than #PuertoRicoRelief  #CHIP ?<F0><9F><99><84> https://t.co/Gxe1h24cCi,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,Or #NorthKorea ?,Because an unregulated uterus is more dangerous than an automatic gun? Or #NorthKorea ?Or is it more urgent than #PuertoRicoRelief  #CHIP ?<F0><9F><99><84> https://t.co/Gxe1h24cCi,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,Or is it more urgent than #PuertoRicoRelief #CHIP ?<F0><9F><99><84> https://t.co/Gxe1h24cCi,Because an unregulated uterus is more dangerous than an automatic gun? Or #NorthKorea ?Or is it more urgent than #PuertoRicoRelief  #CHIP ?<F0><9F><99><84> https://t.co/Gxe1h24cCi,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,"When it's easier to get a military grade assault rifle than an abortion... are you really pro-life, or just anti-women? https://t.co/F0YWqwfp6B","When it's easier to get a military grade assault rifle than an abortion... are you really pro-life, or just anti-women? https://t.co/F0YWqwfp6B",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,i am so sick and tired of this!!!!! there is NO legitimate science backing this up!!! https://t.co/tqZ9Ak0PwK,i am so sick and tired of this!!!!! there is NO legitimate science backing this up!!! https://t.co/tqZ9Ak0PwK,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,STOOOOOOP https://t.co/tOJDpowiQK,STOOOOOOP https://t.co/tOJDpowiQK,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Doesn't matter now... the bill is PASSED! #ProLife https://t.co/pxOocGSh1z,Doesn't matter now... the bill is PASSED! #ProLife https://t.co/pxOocGSh1z,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,@RepMarthaRoby @SenatorStrange @SenShelby know your facts.,@RepMarthaRoby @SenatorStrange @SenShelby know your facts. Say NO to supporting this bill. #NoAbortionBan https://t.co/DeaiS5yN7v,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,Say NO to supporting this bill. #NoAbortionBan https://t.co/DeaiS5yN7v,@RepMarthaRoby @SenatorStrange @SenShelby know your facts. Say NO to supporting this bill. #NoAbortionBan https://t.co/DeaiS5yN7v,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
SUMMARY,Reminder -- the 20-week abortion ban the House votes on today is <E2><80><9C>basically relying on junk science.<E2><80><9D> https://t.co/nUA0NCf04S via @voxdotcom,Reminder -- the 20-week abortion ban the House votes on today is <E2><80><9C>basically relying on junk science.<E2><80><9D> https://t.co/nUA0NCf04S via @voxdotcom,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,@RepTrentFranks Show us the science.,@RepTrentFranks Show us the science. Post a link to all the supporting CREDIBLE science. You can't because it doesn't exist. Typical far-right AZ yahoo pushing junk science. Glad y,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,Post a link to all the supporting CREDIBLE science.,@RepTrentFranks Show us the science. Post a link to all the supporting CREDIBLE science. You can't because it doesn't exist. Typical far-right AZ yahoo pushing junk science. Glad y,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,You can't because it doesn't exist.,@RepTrentFranks Show us the science. Post a link to all the supporting CREDIBLE science. You can't because it doesn't exist. Typical far-right AZ yahoo pushing junk science. Glad y,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Typical far-right AZ yahoo pushing junk science. Glad y,@RepTrentFranks Show us the science. Post a link to all the supporting CREDIBLE science. You can't because it doesn't exist. Typical far-right AZ yahoo pushing junk science. Glad y,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,They can't remember till age 4 anyway <F0><9F><A4><B7><F0><9F><8F><BE><E2><80><8D><E2><99><82><EF><B8><8F> https://t.co/Seycg2fzCj,They can't remember till age 4 anyway <F0><9F><A4><B7><F0><9F><8F><BE><E2><80><8D><E2><99><82><EF><B8><8F> https://t.co/Seycg2fzCj,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
QUOTE,"HR36 <E2><80><9C>is just an arbitrary limit set in place by politicians that has no medical or scientific backing,<E2><80><9D> says @doctorjenn. #NoAbortionBan https://t.co/RrvO3PV","HR36 <E2><80><9C>is just an arbitrary limit set in place by politicians that has no medical or scientific backing,<E2><80><9D> says @doctorjenn. #NoAbortionBan https://t.co/RrvO3PV",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Republicans want to kill Women.,Republicans want to kill Women. Vote Democrat. https://t.co/YFB3AGhBzq,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,Vote Democrat. https://t.co/YFB3AGhBzq,Republicans want to kill Women. Vote Democrat. https://t.co/YFB3AGhBzq,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
SUMMARY,HR 36 would criminalize abortions beyond 20 weeks and is on the house floor right now.          https://t.co/AXzo097JSQ,HR 36 would criminalize abortions beyond 20 weeks and is on the house floor right now.          https://t.co/AXzo097JSQ,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
SUMMARY,#House will #vote on a #20week #abortionban today. #Opponents say it's <E2><80><9C>basically #relying on #junkscience<E2><80><9D> https://t.co/JlNyK42QN3 #News,#House will #vote on a #20week #abortionban today. #Opponents say it's <E2><80><9C>basically #relying on #junkscience<E2><80><9D> https://t.co/JlNyK42QN3 #News,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,Gun laws don't stop crazies with guns but abortion laws stop abortions?,Gun laws don't stop crazies with guns but abortion laws stop abortions? Am I missing something? https://t.co/iq73boz9iZ,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,Am I missing something? https://t.co/iq73boz9iZ,Gun laws don't stop crazies with guns but abortion laws stop abortions? Am I missing something? https://t.co/iq73boz9iZ,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
SUMMARY,He cites very debated and controversial science in his support https://t.co/nJ5NUzBmH4,He cites very debated and controversial science in his support https://t.co/nJ5NUzBmH4,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,.@RepRaskin please help protect women and defeat this bill. https://t.co/OOokBQOYjO,.@RepRaskin please help protect women and defeat this bill. https://t.co/OOokBQOYjO,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,@LifeNewsHQ That's not true. https://t.co/uxm58CC3ue,@LifeNewsHQ That's not true. https://t.co/uxm58CC3ue,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
SUBJ-ARTICLE,PREACH GIRL! https://t.co/oRcAi1jSnr,PREACH GIRL! https://t.co/oRcAi1jSnr,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,"Shame on you #GOP for wasting our time, shaming women, &amp; running away from #GunSafety policy. https://t.co/8rwvXL8506 via @voxdotcom","Shame on you #GOP for wasting our time, shaming women, &amp; running away from #GunSafety policy. https://t.co/8rwvXL8506 via @voxdotcom",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Oh.,Oh. My. Fucking. God.           The average time to report a rape is roughly never. HOW THE FUCK IS THIS GONNA WORK?! https://t.co/P8cTA66deH,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,My.,Oh. My. Fucking. God.           The average time to report a rape is roughly never. HOW THE FUCK IS THIS GONNA WORK?! https://t.co/P8cTA66deH,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Fucking.,Oh. My. Fucking. God.           The average time to report a rape is roughly never. HOW THE FUCK IS THIS GONNA WORK?! https://t.co/P8cTA66deH,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,God.,Oh. My. Fucking. God.           The average time to report a rape is roughly never. HOW THE FUCK IS THIS GONNA WORK?! https://t.co/P8cTA66deH,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,The average time to report a rape is roughly never.,Oh. My. Fucking. God.           The average time to report a rape is roughly never. HOW THE FUCK IS THIS GONNA WORK?! https://t.co/P8cTA66deH,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,HOW THE FUCK IS THIS GONNA WORK?! https://t.co/P8cTA66deH,Oh. My. Fucking. God.           The average time to report a rape is roughly never. HOW THE FUCK IS THIS GONNA WORK?! https://t.co/P8cTA66deH,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Amazing you care about fetal pain but routine circumcision somehow doesn<E2><80><99>t hurt and boys sleep through it with no pain management <F0><9F><A4><94> https://t.co/VKpFyJ9Gi,Amazing you care about fetal pain but routine circumcision somehow doesn<E2><80><99>t hurt and boys sleep through it with no pain management <F0><9F><A4><94> https://t.co/VKpFyJ9Gi,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,#Roe has been law since 1973.,#Roe has been law since 1973.   It stipulates to each trimester.        Amnio is done at 20-22wks.      Women must own their bodies.    Call your reps. https://t.co/DqMX7XhBiS,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,It stipulates to each trimester.,#Roe has been law since 1973.   It stipulates to each trimester.        Amnio is done at 20-22wks.      Women must own their bodies.    Call your reps. https://t.co/DqMX7XhBiS,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Amnio is done at 20-22wks.,#Roe has been law since 1973.   It stipulates to each trimester.        Amnio is done at 20-22wks.      Women must own their bodies.    Call your reps. https://t.co/DqMX7XhBiS,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Women must own their bodies.,#Roe has been law since 1973.   It stipulates to each trimester.        Amnio is done at 20-22wks.      Women must own their bodies.    Call your reps. https://t.co/DqMX7XhBiS,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,Call your reps. https://t.co/DqMX7XhBiS,#Roe has been law since 1973.   It stipulates to each trimester.        Amnio is done at 20-22wks.      Women must own their bodies.    Call your reps. https://t.co/DqMX7XhBiS,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Doesn<E2><80><99>t really matter if a child can feel the pain or not... it<E2><80><99>s still murder. <F0><9F><99><84> https://t.co/LfeTmQdoTc,Doesn<E2><80><99>t really matter if a child can feel the pain or not... it<E2><80><99>s still murder. <F0><9F><99><84> https://t.co/LfeTmQdoTc,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
RHET,Like they can't ask the baby type evidence?,Like they can't ask the baby type evidence? Enough doctors say they do feel pain. Compassion please. It is a BABY after all. A REAL BABY. https://t.co/SiCJdrRxZT,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Enough doctors say they do feel pain.,Like they can't ask the baby type evidence? Enough doctors say they do feel pain. Compassion please. It is a BABY after all. A REAL BABY. https://t.co/SiCJdrRxZT,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Compassion please.,Like they can't ask the baby type evidence? Enough doctors say they do feel pain. Compassion please. It is a BABY after all. A REAL BABY. https://t.co/SiCJdrRxZT,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,It is a BABY after all.,Like they can't ask the baby type evidence? Enough doctors say they do feel pain. Compassion please. It is a BABY after all. A REAL BABY. https://t.co/SiCJdrRxZT,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,A REAL BABY. https://t.co/SiCJdrRxZT,Like they can't ask the baby type evidence? Enough doctors say they do feel pain. Compassion please. It is a BABY after all. A REAL BABY. https://t.co/SiCJdrRxZT,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
SUMMARY,"It is based in junk science, and women will die because of it. https://t.co/zQCfiHtKJu via @voxdotcom","It is based in junk science, and women will die because of it. https://t.co/zQCfiHtKJu via @voxdotcom",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,"@voxdotcom I bet those same people claim ""d science is settled"" about global warming https://t.co/O5cYtxMVF9","@voxdotcom I bet those same people claim ""d science is settled"" about global warming https://t.co/O5cYtxMVF9",The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Women <F0><9F><91><8F>do <F0><9F><91><8F>not <F0><9F><91><8F>cease <F0><9F><91><8F>to <F0><9F><91><8F>become <F0><9F><91><8F>fully <F0><9F><91><8F>autonomous <F0><9F><91><8F>adult,Women <F0><9F><91><8F>do <F0><9F><91><8F>not <F0><9F><91><8F>cease <F0><9F><91><8F>to <F0><9F><91><8F>become <F0><9F><91><8F>fully <F0><9F><91><8F>autonomous <F0><9F><91><8F>adult,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
SUMMARY,The scientific consensus is that fetuses can't actually feel pain at 20 weeks.,The scientific consensus is that fetuses can't actually feel pain at 20 weeks. You're being lied to. #theyfeelpain https://t.co/uxm58CC3ue,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,You're being lied to. #theyfeelpain https://t.co/uxm58CC3ue,The scientific consensus is that fetuses can't actually feel pain at 20 weeks. You're being lied to. #theyfeelpain https://t.co/uxm58CC3ue,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Say it with me: <E2><80><9C>ABORTION BANS WON<E2><80><99>T STOP ABORTIONS.<E2><80><9D> Women<E2><80><99>s <F0><9F><91><8F><F0><9F><8F><BB>rights<F0><9F><91><8F><F0><9F><8F><BB>are,Say it with me: <E2><80><9C>ABORTION BANS WON<E2><80><99>T STOP ABORTIONS.<E2><80><9D> Women<E2><80><99>s <F0><9F><91><8F><F0><9F><8F><BB>rights<F0><9F><91><8F><F0><9F><8F><BB>are,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
HEADLINE,US House just passed a 20-week abortion ban. Opponents say it's <E2><80><9C>basically relying on junk science.<E2><80><9D> https://t.co/FUU6hpbADD via @voxdotcom,US House just passed a 20-week abortion ban. Opponents say it's <E2><80><9C>basically relying on junk science.<E2><80><9D> https://t.co/FUU6hpbADD via @voxdotcom,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
COMMENT,Speaking of abortion access.,Speaking of abortion access. Good time to call your reps and say u want them to be champions again ask this https://t.co/Wu03k9sUL3,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
DIRECT,Good time to call your reps and say u want them to be champions again ask this https://t.co/Wu03k9sUL3,Speaking of abortion access. Good time to call your reps and say u want them to be champions again ask this https://t.co/Wu03k9sUL3,The Senate is voting on a 20-week abortion ban. Opponents say it's “basically relying on junk science.”
